,INSP_UNIT_MAKE,0,1,2,3,4,5,6,7,total_count
3764,WYLI,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,9.0
187,AUTI,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,9.0
2680,RCLP,1.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,9.0
474,CAMI,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,9.0
2903,SHOP,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,9.0
967,EAGC,2.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,9.0
1307,GFTR,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0
3762,WTWI,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,9.0
2135,MGS,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,9.0
130,AONE,2.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,9.0
1715,KANE,0.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,9.0
3280,TOWN,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,9.0
3573,VNGI,1.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0
2343,NVAE,0.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,9.0
2594,PTRT,3.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,9.0
2440,PARP,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,9.0
2099,MCEL,1.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,9.0
3777,XPO,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0
1893,LDTR,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,9.0
1811,KRAF,0.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,9.0
519,CARW,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,9.0
558,CHAM,2.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,9.0
1147,FLMG,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,9.0
2781,ROBB,0.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,9.0
3383,TRNS,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,9.0
3590,VRMER,2.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,9.0
861,DIAMO,0.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,9.0
1175,FORI,0.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,9.0
1327,GMRE,0.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,9.0
544,CENT,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0
390,BROW,0.0,0.0,3.0,0.0,4.0,1.0,1.0,0.0,9.0
2696,REDM,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,9.0
2430,PARAM,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0
3017,STLN,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,9.0
319,BLMT,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,9.0
2713,RELB,4.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,9.0
1209,FRET,0.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,9.0
619,CLOU,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
2126,MERTZ,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,9.0
1081,FACT,2.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,9.0
1527,HYLD,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,9.0
3599,WABAS,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,9.0
3422,TTMI,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0
1102,FDLE,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,9.0
372,BRIE,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,9.0
1605,IRONB,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,9.0
2359,OLYM,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,9.0
3081,SUPI,3.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,8.0
2950,SOUTH,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,8.0
3587,VOLVO,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,8.0
393,BRTE,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,8.0
349,BOYDS,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,8.0
3676,WHIE,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,8.0
1298,GENA,3.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,8.0
397,BRUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
2088,MAXXD,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,8.0
2152,MIDL,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,8.0
2142,MICK,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0
741,CRONT,3.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,8.0
3604,WAGN,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,8.0
2767,RNTR,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0
3181,TEXAS PRID,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,8.0
823,DEIC,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,8.0
1432,HERC,2.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0
2822,RRMA,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,8.0
3612,WALL,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0
817,DCTR,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,8.0
2489,PHOE,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,8.0
809,DAVI,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,8.0
3109,SWAE,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,8.0
3581,VOGU,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0
40,ADVA,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0
1565,INFIN,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0
611,CLCO,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,8.0
2200,MODL,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,8.0
509,CARO,1.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,8.0
1918,LIBE,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0
301,BIGTEX,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,8.0
3144,TANM,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,8.0
1614,ITCI,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,8.0
1402,HAUA,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,8.0
3296,TRAF,1.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0
1183,FOUN,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,8.0
1090,FALN,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,8.0
3214,TITAN,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0
2219,MORBA,3.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,8.0
1193,FRCS,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
3125,TAGA,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,8.0
1682,JLTL,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0
3543,VANGUARD,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,8.0
3029,STRC,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,8.0
639,CNTR,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,8.0
1075,FABR,1.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,8.0
147,ARCT,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,8.0
580,CHIL,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,8.0
2378,OTTE,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,8.0
3005,STEP,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0
2472,PERF,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,8.0
2405,PACS,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,8.0
1196,FRDM,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0
252,BELF,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,8.0
1415,HBTC,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,8.0
1272,GAME,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,8.0
528,CATL,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,8.0
3258,TOPC,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,8.0
3509,UTE,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,8.0
1079,FABS,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,7.0
3771,XL,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0
2266,MYCO,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,7.0
1148,FLNG,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
1208,FRES,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,7.0
353,BRAC,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,7.0
1154,FLYL,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,7.0
3745,WRLD,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,7.0
3602,WADE,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0
871,DIMD,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,7.0
781,CUSTO,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,7.0
177,ATLD,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,7.0
2996,STEAL,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,7.0
2793,ROGE,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,7.0
2067,MAUR,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,7.0
2913,SILC,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0
2602,PULL,2.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,7.0
1741,KAYF,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,7.0
582,CHLG,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,7.0
2250,MTRA,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,7.0
3071,SUNM,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0
1670,JIMD,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,7.0
2586,PT WE,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0
1894,LDTRL,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,7.0
2780,ROAL,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,7.0
3373,TRMA,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,7.0
3695,WILM,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,7.0
1672,JJ,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,7.0
1214,FRGT,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,7.0
2987,STAR,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0
1812,KRAFT,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,7.0
600,CIRCL,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,7.0
3669,WFMI,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0
1962,LOADTRAIL,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,7.0
1171,FORES,3.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,7.0
3350,TRIT,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0
42,ADVE,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,7.0
1198,FREA,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0
447,C&W,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,7.0
1242,FUSO,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,7.0
1199,FRED,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0
131,APAC,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,7.0
1585,INTG,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0
2745,RIDGE,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,7.0
1582,INTEG,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,7.0
1775,KFMN,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,7.0
426,BWS,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0
3328,TRCO,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0
1308,GHMI,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,7.0
1435,HESS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0
1987,LONG,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,7.0
2736,RGAA,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,7.0
2324,NOVA,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,7.0
1575,INOR,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,7.0
1051,EXCE,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0
710,COVE,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,7.0
2045,MANC,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,7.0
2770,ROAC,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0
1591,INTS,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,7.0
3479,UNID,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.0
2329,NRST,1.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,7.0
2945,SOON,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0
764,CTREL,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0
1968,LOBO,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,7.0
1015,EMPI,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,6.0
2603,PUMA,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0
1822,KRUZ,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0
855,DIAB,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0
3714,WITZ,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0
2469,PEQUE,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,6.0
1156,FMC,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,6.0
251,BELA,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0
3160,TEC,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
2073,MAXC,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0
1895,LEAD,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0
3661,WEST-,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3614,WALLY,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0
1425,HEFTY,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0
3321,TRAXX,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,6.0
1740,KAYD,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0
2834,RWMI,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,6.0
1151,FLOW,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
897,DNTE,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0
3731,WOLV,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,6.0
1825,KTI,3.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,6.0
2361,OLYP,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,6.0
1009,ELITE,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,6.0
934,DSSC,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,6.0
943,DURA,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0
2920,SKYC,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,6.0
276,BEST,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,6.0
1089,FALM,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,6.0
3276,TOWL,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,6.0
1977,LOGN,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,6.0
3273,TOW M,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0
108,AMIN,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,6.0
2948,SOUH,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0
360,BRAZO,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2477,PET,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0
982,EASY,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0
3298,TRAH,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0
3145,TARA,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,6.0
3626,WANE,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0
2647,RAMIRO,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,6.0
1038,ETXL,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0
2582,PRTB,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0
3716,WKM,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0
232,BBB,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,6.0
1359,GRIFF,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,6.0
1117,FELT,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,6.0
303,BIGTX,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0
2027,MACT,2.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,6.0
3169,TERR,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,6.0
2892,SHDO,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,6.0
1267,GALLT,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2311,NODE,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0
78,ALPF,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0
3569,VMA,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0
2212,MONRO,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0
3754,WSTX,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0
2315,NORN,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,6.0
1678,JLG,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,6.0
2716,RELIA,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0
2532,PNNT,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0
816,DCT,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,6.0
772,CURR,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,6.0
3024,STOUG,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0
2959,SPECT,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0
2779,ROAG,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0
2234,MRQM,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,6.0
3486,UNIV,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0
688,CORS,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0
2678,RCIN,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0
2116,MDSO,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,6.0
2191,MNTR,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,6.0
1862,LAOT,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,6.0
2530,PNHL,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0
2503,PITJ,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0
413,BULK,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0
656,COMME,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,6.0
505,CARMA,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,6.0
1254,GAILA,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
34,ACTE,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,6.0
208,BAGG,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,6.0
2148,MIDA,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,6.0
553,CHAC,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0
2705,REIS,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0
3585,VOLU,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0
2284,NEAL,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0
840,DELTA,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0
2898,SHIM,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,6.0
3560,VIEZCA,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0
2164,MILLE,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0
2286,NECT,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,6.0
543,CENA,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0
542,CEEZ,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0
2151,MIDI,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,6.0
3334,TREMC,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0
3119,SWTZ,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0
2192,MOAL,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0
2155,MIDSO,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0
682,CORG,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0
2984,STAN,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0
469,CAMA,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0
1022,EPAK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0
1995,LOTR,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0
331,BNHR,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0
1709,KALL,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0
734,CROE,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0
321,BLTL,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
992,ECOF,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0
2970,SRTC,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0
188,AUTM,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0
987,EATX,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0
2514,PJ'S,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0
448,C&W T,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0
729,CRKG,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0
41,ADVAN,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0
3562,VINT,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0
708,COUN,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0
330,BNDT,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
318,BLKE,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
1241,FTWD,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0
317,BLIN,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0
2025,MACM,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0
3130,TAK3,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0
2415,PAKM,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0
2539,POLL,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0
3019,STOC,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0
584,CHPL,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0
1355,GREG,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
213,BALT,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0
3260,TOPH,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0
1127,FHMC,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
1256,GALA,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0
2604,PUMM,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
2884,SEMN,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0
3628,WARE,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
3006,STEPH,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0
1149,FLOA,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0
1660,JEEP,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0
3247,TOGO,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0
3246,TODC,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0
2908,SIEB,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0
256,BELM,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0
2697,REDR,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0
3774,XLST,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0
1365,GRSO,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3645,WELC,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0
1934,LITD,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0
1844,LAFR,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0
136,APJT,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0
1053,EXCL,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0
1064,EZHA,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0
