,INSP_UNIT_MAKE,0,1,2,3,4,5,6,7,total_count
2652,RAMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2654,RAMTK,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
908,DOO,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
366,BREW,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
371,BRIDG,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
374,BRIH,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
898,DOD,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
2660,RAND,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
3374,TRMAX,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
3376,TRMC,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
2798,ROKW,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
882,DITR,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0
2346,OAKC,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
866,DIAR,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
307,BIRM,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
864,DIAO,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
388,BROR,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
862,DIAMOND,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
2085,MAXU,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
392,BROY,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
2094,MCCB,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
394,BRTO,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
844,DENA,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
843,DEMM,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
2785,ROCC,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
3396,TRSM,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
404,BTM,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
815,DCRG,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
2107,MCLEN,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
917,DOUB,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
3358,TRLB,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
2059,MART,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
350,BOYN,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
2841,SAF,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
1993,LOPR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
311,BJHN,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
3617,WALR,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
1013,ELTM,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
2373,OTAS,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
2828,RSYS,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0
2012,LWLF,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
322,BLUB,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0
3324,TRBO,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
323,BLUE,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
985,EATR,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
972,EALO,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
971,EAGR,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
3609,WALI,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
334,BOAC,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
3608,WALH,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
3337,TRI,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
3338,TRIA,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
2817,ROYA,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
340,BOMA,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
2648,RAMM,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
2363,ONEI,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
344,BORC,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
2040,MAJO,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
345,BOSS,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2046,MANG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2048,MANN,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
2809,RORA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
3409,TRVC,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
2664,RANO,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
3414,TRWO,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
477,CAMM,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
648,COLO,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
486,CANS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
640,COAC,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
2226,MOTA,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
2721,REMB,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
2720,RELTR,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2292,NEVIL,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
618,CLON,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
2717,RELM,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
615,CLIP,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
494,CARB,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
3500,US CA,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
2246,MTM,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
3535,VALY,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
593,CHW,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
2288,NELS,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
583,CHMT,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0
515,CARSN,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
575,CHEVROLET,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
2285,NECK,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
570,CHER,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
568,CHEET,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
559,CHAP,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
521,CASC,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
522,CASE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2267,MYER,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
526,CATA,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
3524,VACD,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
2275,NATIO,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
2220,MORG,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0
2725,REMO,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
790,CWTR,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
471,CAMC,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
2124,MERR,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
3418,TTC,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2774,ROADCLIPPE,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
2338,NUTT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
2335,NTST,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
422,BWI,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
767,CTS,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0
759,CSTW,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
2138,MIAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
2141,MICE,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
2669,RAWMA,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
2673,RBOS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
742,CROR,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
736,CROI,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
726,CRGO,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
3559,VICR,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
719,CRAF,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
446,C&M,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0
703,COTTE,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2746,RIET,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
2184,MMMC,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
2185,MNAC,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2679,RCKL,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
678,COOK,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
2737,RHOD,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
675,CONX,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
2201,MODN,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
3548,VANTA,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
470,CAMB,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
1029,ESCA,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0
2802,ROLLS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
254,BELL,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
3220,TKTHR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
1129,FIAT,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
1128,FHT,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
2879,SDMP,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0
1120,FERE,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3648,WELDI,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2409,PAGE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
1919,LIBER,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
1921,LIDD,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
1226,FRON,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2874,SCTI,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
279,BETE,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
2394,P-J,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
1931,LINK,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
3664,WESTM,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
3665,WESTN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
1104,FEAT,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
1870,LARS,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
3666,WESTR,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
1945,LNGH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
3639,WEAV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
2882,SEMI,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
2397,P/J,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
3255,TOP B,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
1910,LG,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
3235,TMTL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
1184,FOUS,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
1185,FOUT,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
1174,FORH,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
1173,FORF,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
250,BEHNK,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1167,FOR,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
1186,FOUW,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1165,FONTA,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
3232,TMC,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0
3655,WESCO,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
3229,TLUN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1160,FNTN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
3249,TOKEN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
244,BEC,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
243,BEAV,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
1152,FLT,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
1903,LEGEND,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
3656,WESD,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
220,BARE,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
3266,TORC,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
1889,LDRI,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
1955,LOADM,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
2383,OVERB,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
1059,EXTRE,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
1258,GALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
3209,TIMB,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0
1858,LANDO,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
1974,LODT,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
2382,OVEL,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
1048,EW,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
1959,LOADMAX,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
2904,SHSH,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
1063,EZDU,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
1082,FAIH,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
2855,SANL,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
1062,EZCK,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
1262,GALLA,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
1046,EVEREST,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0
2523,PJTRA,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
2186,MNC,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1847,LAKERT,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
1689,JORG,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
2432,PARD,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2732,RETESA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
2424,PANEL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1833,KWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2556,PRECI,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2682,RDBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2896,SHI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1882,LD4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2433,PARE,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1845,LAFY,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2417,PALO,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
2919,SKY,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
1886,LDMS,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
2518,PJMT,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2153,MIDQ,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2623,QUTY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2756,RJ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2282,NDLND,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2570,PRO H,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2967,SPTN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2167,MILT,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
2170,MIRLEL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2699,REEF,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2183,MMDI,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2172,MISN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
1656,JDHS,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2272,NAMC,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
1658,JDST,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2316,NORR,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2700,REEL,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2313,NORC,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2269,MYFA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
2568,PRLP,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2413,PAIUT,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
2731,RETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
1662,JENE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2618,QUAS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2229,MOUN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2411,PAIS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
1679,JLGI,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
2431,PARC,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2235,MRRA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
2256,MTZM,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1872,LAUFM,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2254,MTZ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
2236,MRTI,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
1843,LACR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
2625,R&R,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
2712,RELAI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2691,REAL,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2559,PREMI,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
2711,REITNOUER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2910,SIERR,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
2287,NEDLA,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
1671,JIND,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1667,JET,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
2922,SLOA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2225,MOSE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1684,JMCY,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2628,RACM,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
2729,RENEG,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2248,MTMVR,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
2686,RDGL,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
2257,MTZR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2627,RACH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2299,NEXTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2298,NEXHA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2297,NEXH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
1666,JERR,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2408,PADA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
1664,JENNI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1877,LBHR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2296,NEWL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
1875,LAWRI,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1683,JM,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2724,REMK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
2902,SHIPSHE,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
1879,LCON,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
1978,LOHR,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2321,NORTH,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2656,RANCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2387,OZAR,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
2640,RAM P,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2365,OPERB,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2818,ROYC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
2595,PTTR,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
2032,MAGI,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
2858,SAUB,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
1792,KLINE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1943,LNCO,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
2865,SCEN,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
2600,PUCK,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
2866,SCHA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
2807,RONC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
2650,RAMP,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2060,MASL,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2455,PEAG,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
1851,LAMO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
1747,KEARNEY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
2584,PRTT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
2063,MASTE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2636,RAKI,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
2454,PEACHTREE,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2601,PULD,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1958,LOADMASTER,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2385,OWES,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
2026,MACO,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2643,RAMB,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
1981,LONA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1986,LONF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1779,KID,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
1783,KILG,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
1992,LOOK,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
1994,LORK,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2840,SABR,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2848,SALV,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2835,RWMX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
1771,KEWT,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
1969,LODA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2368,OSAG,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
2943,SOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
